keep
{0, 516, 1034, 11, 523, 1546, 1046, 1561, 1562, 30, 1055, 38, 41, 1065, 555, 1070, 1072, 563, 52, 56, 1592, 67, 1092, 71, 583, 585, 1609, 1099, 1613, 1622, 1623, 600, 605, 1118, 607, 1126, 1129, 1643, 116, 1655, 1657, 1675, 661, 1686, 1177, 1179, 1697, 681, 1193, 685, 1719, 696, 189, 705, 198, 1222, 203, 1228, 205, 719, 1745, 722, 733, 738, 742, 233, 746, 1257, 749, 750, 755, 244, 756, 759, 766, 769, 773, 1288, 782, 271, 783, 1295, 1305, 289, 808, 1833, 298, 816, 1841, 1844, 1854, 832, 322, 834, 1346, 327, 1358, 847, 859, 866, 873, 874, 877, 1391, 1903, 1394, 373, 1405, 1409, 1921, 1928, 906, 1934, 1935, 912, 1944, 921, 1437, 1440, 418, 1954, 932, 430, 1455, 1966, 1972, 1461, 1976, 1978, 1979, 445, 1469, 1982, 960, 449, 1983, 1985, 1986, 969, 1483, 974, 976, 1489, 984, 482, 1511, 1001, 1018, 1532}
0||0.8268137315877259||[2017]||#@
11||0.8268137315877259||[807]||#@
30||0.8268137315877259||[243]||#@
38||0.8268137315877259||[166]||#@
41||1.0757094656224993||[539, 1117]||#@
52||0.8268137315877259||[923]||#@
56||0.8268137315877259||[385]||#@
67||0.8268137315877259||[567]||#@
71||0.8268137315877259||[779]||#@
116||0.8268137315877259||[760]||#@
189||0.8268137315877259||[205]||#@
198||0.8268137315877259||[207]||#@
203||0.8268137315877259||[200]||#@
205||0.8268137315877259||[622]||#@
233||0.8268137315877259||[188]||#@
244||0.8268137315877259||[701]||#@
271||0.8268137315877259||[516]||#@
289||0.8268137315877259||[622]||#@
298||0.8268137315877259||[229]||#@
322||1.0757094656224993||[539, 1117]||#@
327||0.8268137315877259||[173]||#@
373||0.8268137315877259||[779]||#@
418||0.8268137315877259||[192]||#@
430||0.8268137315877259||[385]||#@
445||0.8268137315877259||[760]||#@
449||0.8268137315877259||[503]||#@
482||0.8268137315877259||[780]||#@
516||0.8268137315877259||[574]||#@
523||0.8268137315877259||[188]||#@
555||1.0757094656224993||[587, 1178]||#@
563||0.8268137315877259||[798]||#@
583||1.0757094656224993||[587, 1178]||#@
585||0.8268137315877259||[745]||#@
600||0.8268137315877259||[856]||#@
